id,bing_sentiment,afinn_sentiment,nrc_sentiment,bing_sentiment_normalized,afinn_sentiment_normalized,nrc_sentiment_normalized
53,10,-5,0,0.43243243243243246,0.358695652173913,0.3695652173913043
54,2,1,0,0.4084084084084084,0.3804347826086957,0.3695652173913043
55,-23,-18,-8,0.3333333333333333,0.3115942028985507,0.3115942028985507
56,-18,-2,5,0.3483483483483483,0.3695652173913043,0.4057971014492754
57,-13,-16,2,0.3633633633633634,0.3188405797101449,0.38405797101449274
58,-13,18,3,0.3633633633633634,0.4420289855072464,0.391304347826087
59,57,10,11,0.5735735735735735,0.41304347826086957,0.4492753623188406
60,31,38,22,0.4954954954954955,0.5144927536231884,0.5289855072463768
61,-13,13,3,0.3633633633633634,0.42391304347826086,0.391304347826087
62,-9,-4,-2,0.37537537537537535,0.36231884057971014,0.35507246376811596
63,6,16,10,0.42042042042042044,0.43478260869565216,0.4420289855072464
64,-6,-1,0,0.3843843843843844,0.37318840579710144,0.3695652173913043
65,-17,3,1,0.35135135135135137,0.38768115942028986,0.37681159420289856
66,28,-10,1,0.4864864864864865,0.34057971014492755,0.37681159420289856
67,-42,-18,0,0.27627627627627627,0.3115942028985507,0.3695652173913043
68,-12,20,2,0.3663663663663664,0.4492753623188406,0.38405797101449274
69,-4,11,3,0.39039039039039036,0.4166666666666667,0.391304347826087
70,-16,3,8,0.35435435435435436,0.38768115942028986,0.427536231884058
71,-15,17,-2,0.35735735735735735,0.4384057971014493,0.35507246376811596
72,-25,10,-3,0.32732732732732733,0.41304347826086957,0.34782608695652173
73,16,4,0,0.45045045045045046,0.391304347826087,0.3695652173913043
74,7,20,5,0.42342342342342343,0.4492753623188406,0.4057971014492754
75,-16,7,10,0.35435435435435436,0.40217391304347827,0.4420289855072464
76,10,19,8,0.43243243243243246,0.44565217391304346,0.427536231884058
77,25,-16,-4,0.4774774774774775,0.3188405797101449,0.34057971014492755
78,-48,-7,1,0.25825825825825827,0.35144927536231885,0.37681159420289856
79,-16,2,-2,0.35435435435435436,0.38405797101449274,0.35507246376811596
80,14,11,5,0.4444444444444444,0.4166666666666667,0.4057971014492754
81,11,7,1,0.43543543543543545,0.40217391304347827,0.37681159420289856
82,-9,-15,4,0.37537537537537535,0.322463768115942,0.39855072463768115
83,-20,-4,-10,0.34234234234234234,0.36231884057971014,0.2971014492753623
84,-45,-12,4,0.2672672672672673,0.3333333333333333,0.39855072463768115
85,-12,-14,-4,0.3663663663663664,0.32608695652173914,0.34057971014492755
86,-12,-7,-3,0.3663663663663664,0.35144927536231885,0.34782608695652173
87,-26,-1,9,0.32432432432432434,0.37318840579710144,0.43478260869565216
88,-6,-9,-4,0.3843843843843844,0.3442028985507246,0.34057971014492755
89,-15,-6,-7,0.35735735735735735,0.35507246376811596,0.3188405797101449
90,-30,-15,-13,0.3123123123123123,0.322463768115942,0.2753623188405797
91,6,12,4,0.42042042042042044,0.42028985507246375,0.39855072463768115
92,-11,0,-4,0.36936936936936937,0.37681159420289856,0.34057971014492755
93,21,19,17,0.46546546546546547,0.44565217391304346,0.4927536231884058
94,12,17,9,0.43843843843843844,0.4384057971014493,0.43478260869565216
95,-8,4,8,0.3783783783783784,0.391304347826087,0.427536231884058
96,23,6,1,0.47147147147147145,0.39855072463768115,0.37681159420289856
97,-18,-6,4,0.3483483483483483,0.35507246376811596,0.39855072463768115
98,-19,1,-6,0.34534534534534533,0.3804347826086957,0.32608695652173914
99,-12,-23,-9,0.3663663663663664,0.29347826086956524,0.30434782608695654
100,34,39,11,0.5045045045045045,0.5181159420289855,0.4492753623188406
101,10,5,8,0.43243243243243246,0.39492753623188404,0.427536231884058
102,-38,4,25,0.2882882882882883,0.391304347826087,0.5507246376811594
103,11,10,6,0.43543543543543545,0.41304347826086957,0.41304347826086957
104,56,-8,-17,0.5705705705705706,0.34782608695652173,0.2463768115942029
105,-13,-11,-2,0.3633633633633634,0.33695652173913043,0.35507246376811596
106,17,14,16,0.45345345345345345,0.427536231884058,0.4855072463768116
107,7,6,3,0.42342342342342343,0.39855072463768115,0.391304347826087
108,-28,-33,-15,0.3183183183183183,0.2572463768115942,0.2608695652173913
109,11,14,4,0.43543543543543545,0.427536231884058,0.39855072463768115
110,10,15,5,0.43243243243243246,0.4311594202898551,0.4057971014492754
111,-9,-14,-6,0.37537537537537535,0.32608695652173914,0.32608695652173914
112,-16,2,-7,0.35435435435435436,0.38405797101449274,0.3188405797101449
113,-7,7,-1,0.3813813813813814,0.40217391304347827,0.36231884057971014
114,8,6,0,0.4264264264264264,0.39855072463768115,0.3695652173913043
115,26,17,3,0.4804804804804805,0.4384057971014493,0.391304347826087
116,6,3,2,0.42042042042042044,0.38768115942028986,0.38405797101449274
117,18,5,6,0.45645645645645644,0.39492753623188404,0.41304347826086957
118,-9,0,-2,0.37537537537537535,0.37681159420289856,0.35507246376811596
119,-6,-4,-1,0.3843843843843844,0.36231884057971014,0.36231884057971014
120,-25,14,5,0.32732732732732733,0.427536231884058,0.4057971014492754
121,1,7,-3,0.40540540540540543,0.40217391304347827,0.34782608695652173
122,23,9,7,0.47147147147147145,0.40942028985507245,0.42028985507246375
123,-18,-4,3,0.3483483483483483,0.36231884057971014,0.391304347826087
124,-11,-12,-1,0.36936936936936937,0.3333333333333333,0.36231884057971014
125,12,-8,-3,0.43843843843843844,0.34782608695652173,0.34782608695652173
126,-14,-4,-1,0.36036036036036034,0.36231884057971014,0.36231884057971014
127,-47,20,11,0.26126126126126126,0.4492753623188406,0.4492753623188406
128,-10,-3,0,0.37237237237237236,0.36594202898550726,0.3695652173913043
129,16,29,7,0.45045045045045046,0.48188405797101447,0.42028985507246375
130,7,2,-1,0.42342342342342343,0.38405797101449274,0.36231884057971014
131,15,22,9,0.44744744744744747,0.45652173913043476,0.43478260869565216
132,22,16,6,0.46846846846846846,0.43478260869565216,0.41304347826086957
133,-10,1,2,0.37237237237237236,0.3804347826086957,0.38405797101449274
134,-3,-7,-2,0.3933933933933934,0.35144927536231885,0.35507246376811596
135,-14,3,8,0.36036036036036034,0.38768115942028986,0.427536231884058
136,-41,12,19,0.27927927927927926,0.42028985507246375,0.5072463768115942
137,5,2,4,0.4174174174174174,0.38405797101449274,0.39855072463768115
138,-13,5,4,0.3633633633633634,0.39492753623188404,0.39855072463768115
139,23,24,13,0.47147147147147145,0.463768115942029,0.463768115942029
140,-19,11,-5,0.34534534534534533,0.4166666666666667,0.3333333333333333
141,-34,-16,0,0.3003003003003003,0.3188405797101449,0.3695652173913043
142,-23,-9,-4,0.3333333333333333,0.3442028985507246,0.34057971014492755
143,-34,-4,4,0.3003003003003003,0.36231884057971014,0.39855072463768115
144,4,3,4,0.4144144144144144,0.38768115942028986,0.39855072463768115
145,-22,-20,-9,0.33633633633633636,0.30434782608695654,0.30434782608695654
146,21,33,8,0.46546546546546547,0.4963768115942029,0.427536231884058
147,17,7,3,0.45345345345345345,0.40217391304347827,0.391304347826087
148,25,9,7,0.4774774774774775,0.40942028985507245,0.42028985507246375
149,-12,2,-1,0.3663663663663664,0.38405797101449274,0.36231884057971014
150,-24,-6,-7,0.3303303303303303,0.35507246376811596,0.3188405797101449
151,7,7,7,0.42342342342342343,0.40217391304347827,0.42028985507246375
152,-11,8,1,0.36936936936936937,0.4057971014492754,0.37681159420289856
153,-11,0,6,0.36936936936936937,0.37681159420289856,0.41304347826086957
154,18,3,0,0.45645645645645644,0.38768115942028986,0.3695652173913043
155,-11,-6,-2,0.36936936936936937,0.35507246376811596,0.35507246376811596
156,-5,-4,4,0.38738738738738737,0.36231884057971014,0.39855072463768115
157,-73,5,4,0.1831831831831832,0.39492753623188404,0.39855072463768115
158,16,25,8,0.45045045045045046,0.4673913043478261,0.427536231884058
159,-16,13,3,0.35435435435435436,0.42391304347826086,0.391304347826087
160,13,14,4,0.44144144144144143,0.427536231884058,0.39855072463768115
161,10,20,0,0.43243243243243246,0.4492753623188406,0.3695652173913043
162,-20,-4,-6,0.34234234234234234,0.36231884057971014,0.32608695652173914
163,-6,-13,-4,0.3843843843843844,0.32971014492753625,0.34057971014492755
164,-17,13,1,0.35135135135135137,0.42391304347826086,0.37681159420289856
165,18,29,6,0.45645645645645644,0.48188405797101447,0.41304347826086957
166,-4,2,1,0.39039039039039036,0.38405797101449274,0.37681159420289856
167,13,9,4,0.44144144144144143,0.40942028985507245,0.39855072463768115
168,-30,-43,-16,0.3123123123123123,0.2210144927536232,0.2536231884057971
169,-13,4,-1,0.3633633633633634,0.391304347826087,0.36231884057971014
170,-31,-1,6,0.30930930930930933,0.37318840579710144,0.41304347826086957
171,-15,2,4,0.35735735735735735,0.38405797101449274,0.39855072463768115
172,-9,19,5,0.37537537537537535,0.44565217391304346,0.4057971014492754
173,41,48,27,0.5255255255255256,0.5507246376811594,0.5652173913043478
174,18,27,17,0.45645645645645644,0.4746376811594203,0.4927536231884058
175,-25,-36,-12,0.32732732732732733,0.2463768115942029,0.2826086956521739
176,-20,-21,-5,0.34234234234234234,0.3007246376811594,0.3333333333333333
177,20,13,3,0.4624624624624625,0.42391304347826086,0.391304347826087
178,-68,-29,-12,0.1981981981981982,0.2717391304347826,0.2826086956521739
179,29,25,15,0.4894894894894895,0.4673913043478261,0.4782608695652174
180,-16,-3,6,0.35435435435435436,0.36594202898550726,0.41304347826086957
181,15,6,4,0.44744744744744747,0.39855072463768115,0.39855072463768115
182,-12,5,7,0.3663663663663664,0.39492753623188404,0.42028985507246375
183,-57,10,7,0.23123123123123124,0.41304347826086957,0.42028985507246375
184,-21,9,-3,0.33933933933933935,0.40942028985507245,0.34782608695652173
185,-7,5,2,0.3813813813813814,0.39492753623188404,0.38405797101449274
186,-18,9,6,0.3483483483483483,0.40942028985507245,0.41304347826086957
187,39,17,12,0.5195195195195195,0.4384057971014493,0.45652173913043476
188,-13,-8,0,0.3633633633633634,0.34782608695652173,0.3695652173913043
189,23,9,1,0.47147147147147145,0.40942028985507245,0.37681159420289856
190,-52,-31,-6,0.24624624624624625,0.2644927536231884,0.32608695652173914
191,31,-20,1,0.4954954954954955,0.30434782608695654,0.37681159420289856
192,61,38,10,0.5855855855855856,0.5144927536231884,0.4420289855072464
193,10,11,2,0.43243243243243246,0.4166666666666667,0.38405797101449274
194,4,8,3,0.4144144144144144,0.4057971014492754,0.391304347826087
195,-5,-3,-2,0.38738738738738737,0.36594202898550726,0.35507246376811596
196,-13,-5,-5,0.3633633633633634,0.358695652173913,0.3333333333333333
197,-25,5,4,0.32732732732732733,0.39492753623188404,0.39855072463768115
198,-15,5,1,0.35735735735735735,0.39492753623188404,0.37681159420289856
199,32,27,10,0.4984984984984985,0.4746376811594203,0.4420289855072464
200,-8,3,4,0.3783783783783784,0.38768115942028986,0.39855072463768115
201,-6,10,7,0.3843843843843844,0.41304347826086957,0.42028985507246375
202,15,15,12,0.44744744744744747,0.4311594202898551,0.45652173913043476
203,36,42,-2,0.5105105105105106,0.5289855072463768,0.35507246376811596
204,8,16,5,0.4264264264264264,0.43478260869565216,0.4057971014492754
205,-18,-9,-6,0.3483483483483483,0.3442028985507246,0.32608695652173914
206,10,19,8,0.43243243243243246,0.44565217391304346,0.427536231884058
207,-13,-1,-6,0.3633633633633634,0.37318840579710144,0.32608695652173914
208,-16,-6,5,0.35435435435435436,0.35507246376811596,0.4057971014492754
209,4,5,1,0.4144144144144144,0.39492753623188404,0.37681159420289856
210,10,7,1,0.43243243243243246,0.40217391304347827,0.37681159420289856
211,-54,44,33,0.24024024024024024,0.5362318840579711,0.6086956521739131
212,-9,0,-1,0.37537537537537535,0.37681159420289856,0.36231884057971014
213,-15,-2,-1,0.35735735735735735,0.3695652173913043,0.36231884057971014
214,8,-5,-1,0.4264264264264264,0.358695652173913,0.36231884057971014
215,-9,14,11,0.37537537537537535,0.427536231884058,0.4492753623188406
216,30,18,8,0.4924924924924925,0.4420289855072464,0.427536231884058
217,13,0,7,0.44144144144144143,0.37681159420289856,0.42028985507246375
218,-7,-13,-1,0.3813813813813814,0.32971014492753625,0.36231884057971014
219,41,35,6,0.5255255255255256,0.5036231884057971,0.41304347826086957
220,-6,1,4,0.3843843843843844,0.3804347826086957,0.39855072463768115
221,-4,0,1,0.39039039039039036,0.37681159420289856,0.37681159420289856
222,20,23,5,0.4624624624624625,0.4601449275362319,0.4057971014492754
223,23,56,24,0.47147147147147145,0.5797101449275363,0.5434782608695652
224,-19,-5,-3,0.34534534534534533,0.358695652173913,0.34782608695652173
225,24,25,15,0.4744744744744745,0.4673913043478261,0.4782608695652174
226,-17,13,6,0.35135135135135137,0.42391304347826086,0.41304347826086957
227,23,-5,0,0.47147147147147145,0.358695652173913,0.3695652173913043
228,23,17,6,0.47147147147147145,0.4384057971014493,0.41304347826086957
229,45,-14,4,0.5375375375375375,0.32608695652173914,0.39855072463768115
230,6,4,8,0.42042042042042044,0.391304347826087,0.427536231884058
231,-7,-1,-2,0.3813813813813814,0.37318840579710144,0.35507246376811596
232,3,1,0,0.4114114114114114,0.3804347826086957,0.3695652173913043
233,14,16,3,0.4444444444444444,0.43478260869565216,0.391304347826087
234,4,8,2,0.4144144144144144,0.4057971014492754,0.38405797101449274
235,15,7,-3,0.44744744744744747,0.40217391304347827,0.34782608695652173
236,9,8,2,0.4294294294294294,0.4057971014492754,0.38405797101449274
237,8,13,1,0.4264264264264264,0.42391304347826086,0.37681159420289856
238,-10,-2,1,0.37237237237237236,0.3695652173913043,0.37681159420289856
239,18,-8,-4,0.45645645645645644,0.34782608695652173,0.34057971014492755
240,-18,-8,2,0.3483483483483483,0.34782608695652173,0.38405797101449274
241,-14,5,3,0.36036036036036034,0.39492753623188404,0.391304347826087
242,9,8,3,0.4294294294294294,0.4057971014492754,0.391304347826087
243,-12,-15,-6,0.3663663663663664,0.322463768115942,0.32608695652173914
244,14,9,-4,0.4444444444444444,0.40942028985507245,0.34057971014492755
245,-8,-3,2,0.3783783783783784,0.36594202898550726,0.38405797101449274
246,4,14,4,0.4144144144144144,0.427536231884058,0.39855072463768115
247,-19,-25,-7,0.34534534534534533,0.286231884057971,0.3188405797101449
248,-13,-10,-1,0.3633633633633634,0.34057971014492755,0.36231884057971014
249,19,20,10,0.4594594594594595,0.4492753623188406,0.4420289855072464
250,-9,-7,-2,0.37537537537537535,0.35144927536231885,0.35507246376811596
251,-14,-14,-7,0.36036036036036034,0.32608695652173914,0.3188405797101449
252,-17,-1,-1,0.35135135135135137,0.37318840579710144,0.36231884057971014
253,-34,15,9,0.3003003003003003,0.4311594202898551,0.43478260869565216
254,-25,-20,-4,0.32732732732732733,0.30434782608695654,0.34057971014492755
255,54,15,6,0.5645645645645646,0.4311594202898551,0.41304347826086957
256,-23,17,3,0.3333333333333333,0.4384057971014493,0.391304347826087
257,-12,-3,-4,0.3663663663663664,0.36594202898550726,0.34057971014492755
258,-24,-2,5,0.3303303303303303,0.3695652173913043,0.4057971014492754
259,46,20,10,0.5405405405405406,0.4492753623188406,0.4420289855072464
260,4,8,0,0.4144144144144144,0.4057971014492754,0.3695652173913043
261,31,10,4,0.4954954954954955,0.41304347826086957,0.39855072463768115
262,-11,0,0,0.36936936936936937,0.37681159420289856,0.3695652173913043
263,-30,-2,-10,0.3123123123123123,0.3695652173913043,0.2971014492753623
264,-65,28,35,0.2072072072072072,0.4782608695652174,0.6231884057971014
265,-7,-14,-4,0.3813813813813814,0.32608695652173914,0.34057971014492755
266,9,10,9,0.4294294294294294,0.41304347826086957,0.43478260869565216
267,-13,-18,1,0.3633633633633634,0.3115942028985507,0.37681159420289856
268,-47,-16,-8,0.26126126126126126,0.3188405797101449,0.3115942028985507
269,-13,-2,0,0.3633633633633634,0.3695652173913043,0.3695652173913043
270,16,-4,1,0.45045045045045046,0.36231884057971014,0.37681159420289856
271,-19,10,14,0.34534534534534533,0.41304347826086957,0.47101449275362317
272,14,21,9,0.4444444444444444,0.4528985507246377,0.43478260869565216
273,19,-7,6,0.4594594594594595,0.35144927536231885,0.41304347826086957
274,34,20,-8,0.5045045045045045,0.4492753623188406,0.3115942028985507
275,-14,-6,-5,0.36036036036036034,0.35507246376811596,0.3333333333333333
276,12,11,3,0.43843843843843844,0.4166666666666667,0.391304347826087
277,-40,-18,-12,0.2822822822822823,0.3115942028985507,0.2826086956521739
278,42,5,-4,0.5285285285285285,0.39492753623188404,0.34057971014492755
279,-15,-26,-3,0.35735735735735735,0.2826086956521739,0.34782608695652173
280,7,3,1,0.42342342342342343,0.38768115942028986,0.37681159420289856
281,24,21,5,0.4744744744744745,0.4528985507246377,0.4057971014492754
282,-13,-24,-8,0.3633633633633634,0.2898550724637681,0.3115942028985507
283,-13,-6,-7,0.3633633633633634,0.35507246376811596,0.3188405797101449
284,-22,-13,-3,0.33633633633633636,0.32971014492753625,0.34782608695652173
285,22,-14,-5,0.46846846846846846,0.32608695652173914,0.3333333333333333
286,-6,-8,-1,0.3843843843843844,0.34782608695652173,0.36231884057971014
287,31,-19,-8,0.4954954954954955,0.3079710144927536,0.3115942028985507
288,10,11,13,0.43243243243243246,0.4166666666666667,0.463768115942029
289,32,25,12,0.4984984984984985,0.4673913043478261,0.45652173913043476
290,10,16,3,0.43243243243243246,0.43478260869565216,0.391304347826087
291,7,9,2,0.42342342342342343,0.40942028985507245,0.38405797101449274
292,3,5,5,0.4114114114114114,0.39492753623188404,0.4057971014492754
293,12,6,2,0.43843843843843844,0.39855072463768115,0.38405797101449274
294,13,1,2,0.44144144144144143,0.3804347826086957,0.38405797101449274
295,15,28,7,0.44744744744744747,0.4782608695652174,0.42028985507246375
296,-20,-16,-6,0.34234234234234234,0.3188405797101449,0.32608695652173914
297,-18,-21,-6,0.3483483483483483,0.3007246376811594,0.32608695652173914
298,54,54,21,0.5645645645645646,0.572463768115942,0.5217391304347826
299,19,8,-2,0.4594594594594595,0.4057971014492754,0.35507246376811596
300,6,5,3,0.42042042042042044,0.39492753623188404,0.391304347826087
301,-14,6,2,0.36036036036036034,0.39855072463768115,0.38405797101449274
302,-18,-16,7,0.3483483483483483,0.3188405797101449,0.42028985507246375
303,12,25,1,0.43843843843843844,0.4673913043478261,0.37681159420289856
304,24,4,5,0.4744744744744745,0.391304347826087,0.4057971014492754
305,17,31,9,0.45345345345345345,0.4891304347826087,0.43478260869565216
306,10,22,5,0.43243243243243246,0.45652173913043476,0.4057971014492754
307,18,27,11,0.45645645645645644,0.4746376811594203,0.4492753623188406
308,-8,-2,0,0.3783783783783784,0.3695652173913043,0.3695652173913043
309,-8,1,0,0.3783783783783784,0.3804347826086957,0.3695652173913043
310,-12,4,0,0.3663663663663664,0.391304347826087,0.3695652173913043
311,55,33,36,0.5675675675675675,0.4963768115942029,0.6304347826086957
312,-8,-3,-4,0.3783783783783784,0.36594202898550726,0.34057971014492755
313,-16,6,2,0.35435435435435436,0.39855072463768115,0.38405797101449274
314,-10,0,-2,0.37237237237237236,0.37681159420289856,0.35507246376811596
315,-21,-1,9,0.33933933933933935,0.37318840579710144,0.43478260869565216
316,-24,-2,-4,0.3303303303303303,0.3695652173913043,0.34057971014492755
317,7,19,3,0.42342342342342343,0.44565217391304346,0.391304347826087
318,6,7,5,0.42042042042042044,0.40217391304347827,0.4057971014492754
319,11,4,-2,0.43543543543543545,0.391304347826087,0.35507246376811596
320,-30,17,-1,0.3123123123123123,0.4384057971014493,0.36231884057971014
321,72,-1,19,0.6186186186186187,0.37318840579710144,0.5072463768115942
322,11,15,6,0.43543543543543545,0.4311594202898551,0.41304347826086957
323,-73,-54,-21,0.1831831831831832,0.18115942028985507,0.21739130434782608
324,13,9,7,0.44144144144144143,0.40942028985507245,0.42028985507246375
325,-8,-2,0,0.3783783783783784,0.3695652173913043,0.3695652173913043
326,16,28,17,0.45045045045045046,0.4782608695652174,0.4927536231884058
327,8,2,2,0.4264264264264264,0.38405797101449274,0.38405797101449274
328,-25,-8,-3,0.32732732732732733,0.34782608695652173,0.34782608695652173
329,12,2,-1,0.43843843843843844,0.38405797101449274,0.36231884057971014
330,3,12,4,0.4114114114114114,0.42028985507246375,0.39855072463768115
331,-10,6,5,0.37237237237237236,0.39855072463768115,0.4057971014492754
332,3,5,-2,0.4114114114114114,0.39492753623188404,0.35507246376811596
333,55,48,25,0.5675675675675675,0.5507246376811594,0.5507246376811594
334,15,17,4,0.44744744744744747,0.4384057971014493,0.39855072463768115
335,6,-9,0,0.42042042042042044,0.3442028985507246,0.3695652173913043
336,-11,-4,-1,0.36936936936936937,0.36231884057971014,0.36231884057971014
337,8,10,-2,0.4264264264264264,0.41304347826086957,0.35507246376811596
338,12,17,2,0.43843843843843844,0.4384057971014493,0.38405797101449274
339,-49,14,3,0.2552552552552553,0.427536231884058,0.391304347826087
340,-7,-15,-2,0.3813813813813814,0.322463768115942,0.35507246376811596
341,-12,-5,-2,0.3663663663663664,0.358695652173913,0.35507246376811596
342,10,27,11,0.43243243243243246,0.4746376811594203,0.4492753623188406
343,-10,0,-2,0.37237237237237236,0.37681159420289856,0.35507246376811596
344,47,-18,-6,0.5435435435435435,0.3115942028985507,0.32608695652173914
345,-26,12,6,0.32432432432432434,0.42028985507246375,0.41304347826086957
346,-39,-14,-3,0.2852852852852853,0.32608695652173914,0.34782608695652173
347,-17,-6,-1,0.35135135135135137,0.35507246376811596,0.36231884057971014
348,9,3,0,0.4294294294294294,0.38768115942028986,0.3695652173913043
349,-12,12,8,0.3663663663663664,0.42028985507246375,0.427536231884058
350,-32,-1,5,0.3063063063063063,0.37318840579710144,0.4057971014492754
351,27,7,0,0.48348348348348347,0.40217391304347827,0.3695652173913043
352,-10,2,4,0.37237237237237236,0.38405797101449274,0.39855072463768115
353,-23,2,5,0.3333333333333333,0.38405797101449274,0.4057971014492754
354,50,-10,1,0.5525525525525525,0.34057971014492755,0.37681159420289856
355,-12,2,2,0.3663663663663664,0.38405797101449274,0.38405797101449274
356,-16,-12,-7,0.35435435435435436,0.3333333333333333,0.3188405797101449
357,13,21,22,0.44144144144144143,0.4528985507246377,0.5289855072463768
358,-33,10,6,0.3033033033033033,0.41304347826086957,0.41304347826086957
359,-4,-3,-1,0.39039039039039036,0.36594202898550726,0.36231884057971014
360,-11,2,2,0.36936936936936937,0.38405797101449274,0.38405797101449274
361,14,-11,-3,0.4444444444444444,0.33695652173913043,0.34782608695652173
362,-17,-15,-2,0.35135135135135137,0.322463768115942,0.35507246376811596
363,36,15,7,0.5105105105105106,0.4311594202898551,0.42028985507246375
364,45,55,41,0.5375375375375375,0.5760869565217391,0.6666666666666666
365,30,41,22,0.4924924924924925,0.5253623188405797,0.5289855072463768
366,-82,10,11,0.15615615615615616,0.41304347826086957,0.4492753623188406
367,-12,2,2,0.3663663663663664,0.38405797101449274,0.38405797101449274
368,-10,-5,-2,0.37237237237237236,0.358695652173913,0.35507246376811596
369,9,2,6,0.4294294294294294,0.38405797101449274,0.41304347826086957
370,13,18,8,0.44144144144144143,0.4420289855072464,0.427536231884058
371,13,7,5,0.44144144144144143,0.40217391304347827,0.4057971014492754
372,25,20,15,0.4774774774774775,0.4492753623188406,0.4782608695652174
373,-27,0,7,0.3213213213213213,0.37681159420289856,0.42028985507246375
374,57,23,21,0.5735735735735735,0.4601449275362319,0.5217391304347826
375,57,-27,-8,0.5735735735735735,0.27898550724637683,0.3115942028985507
376,-15,7,3,0.35735735735735735,0.40217391304347827,0.391304347826087
377,11,3,1,0.43543543543543545,0.38768115942028986,0.37681159420289856
378,-7,4,-1,0.3813813813813814,0.391304347826087,0.36231884057971014
379,66,43,17,0.6006006006006006,0.532608695652174,0.4927536231884058
380,-24,-6,2,0.3303303303303303,0.35507246376811596,0.38405797101449274
381,-16,-1,-2,0.35435435435435436,0.37318840579710144,0.35507246376811596
382,12,21,8,0.43843843843843844,0.4528985507246377,0.427536231884058
383,7,12,1,0.42342342342342343,0.42028985507246375,0.37681159420289856
384,-4,-5,-2,0.39039039039039036,0.358695652173913,0.35507246376811596
